,Token,Relation,Head,Children
834,music,compound,star,[    ]
835,    ,dep,music,[]
836,star,compound,reason,[music]
837,reason,dobj,pay,"[play, star,   ]"
838,  ,dep,reason,[]
839,everything,dobj,pay,[else]
840,else,advmod,everything,[    ]
841,    ,dep,else,[]
842,excelente,dep,e,[  ]
843,  ,dep,excelente,[]
844,lo,compound,e,[]
845,unico,compound,e,[]
846,e,ROOT,e,"[excelente, lo, unico, que, en]"
847,que,prep,e,[esta]
848,esta,pobj,que,[]
849,en,prep,e,[ol]
850,espa,compound,ol,[]
851,ol,pobj,en,"[espa,  ]"
852, ,dep,ol,[]
853, ,dep,learning,[]
854,m,aux,learning,[]
855,still,advmod,learning,[]
856,learning,ROOT,learning,"[ , m, still, echo, expecting]"
857,use,aux,echo,[  ]
858,  ,dep,use,[]
859,far,advmod,echo,[]
860,echo,ccomp,learning,"[use, far, sound]"
861,great,amod,sound,[  ]
862,  ,dep,great,[]
863,sound,dobj,echo,[great]
864,actually,advmod,better,[]
865,much,advmod,better,[]
866,better,advmod,expecting,"[actually, much]"
867,expecting,advcl,learning,"[better,  ]"
868, ,dep,expecting,[]
869,work,nsubj,expect,[  ]
870,  ,dep,work,[]
871,expect,ROOT,expect,"[work,   , also, quality]"
872,  ,dep,expect,[]
873,also,advmod,expect,[]
874,good,amod,quality,[]
875,sound,compound,quality,[]
876,quality,dobj,expect,"[good, sound, considering]"
877,considering,acl,quality,[feature]
878,price,compound,sale,[      ]
879,      ,dep,price,[]
880,sale,compound,feature,"[price,   ]"
881,  ,dep,sale,[]
882,feature,dobj,considering,"[sale,  ]"
883, ,dep,feature,[]
884,sound,compound,mention,[echo]
885,echo,dep,sound,"[ , phenomenal]"
886, ,dep,echo,[]
887,nd,compound,generation,[]
888,generation,npadvmod,phenomenal,[nd]
889,phenomenal,dobj,echo,"[generation,   ]"
890,  ,dep,phenomenal,[]
891,mention,ROOT,mention,"[sound, love, helpful]"
892,love,dobj,mention,[]
893,alexa,npadvmod,helpful,[  ]
894,  ,dep,alexa,[]
895,helpful,amod,mention,"[alexa,  ]"
896, ,dep,helpful,[]
897,like,ROOT,like,[google]
898,google,pobj,like,[better]
899,better,advmod,google,[]
900,let,ROOT,let,[learn]
901,play,nsubj,learn,[]
902,learn,ccomp,let,"[play, get]"
903,get,xcomp,learn,[ ]
904, ,dep,get,[]
905,work,nsubj,advertised,[]
906,advertised,ROOT,advertised,"[work,   , setup]"
907,  ,dep,advertised,[]
908,easy,amod,setup,[]
909,setup,dobj,advertised,"[easy,   , learning]"
910,  ,dep,setup,[]
911,still,advmod,learning,[]
912,learning,acl,setup,"[still,  ]"
913, ,dep,learning,[]
914,great,amod,sound,[]
915,sound,nsubjpass,set,[great]
916,easy,amod,set,[]
917,set,ROOT,set,"[sound, easy,  ]"
918, ,dep,set,[]
919,love,aux,bought,[]
920,alexa,nsubj,bought,[  ]
921,  ,dep,alexa,[]
922,bought,ROOT,bought,"[love, alexa, others, friend]"
923,others,dobj,bought,[]
924,friend,npadvmod,bought,[]
925,love,compound,great,[]
926,echo,nmod,great,[husband]
927,purchased,amod,company,[]
928,company,compound,husband,[purchased]
929,husband,dobj,echo,"[company,   ]"
930,  ,dep,husband,[]
931,alexa,compound,great,[]
932,great,nsubj,say,"[love, echo, alexa]"
933,say,ROOT,say,"[great, play]"
934,name,compound,joke,[]
935,tell,compound,joke,[]
936,joke,nsubj,play,"[name, tell]"
937,play,ccomp,say,"[joke, song]"
938,favorite,amod,song,[]
939,song,dobj,play,[favorite]
940, ,dep, ,[]
941,love,nsubj,listen,[]
942,able,aux,listen,[]
943,listen,ROOT,listen,"[love, able, music, learning]"
944,music,dobj,listen,[]
945,easily,advmod,learning,[  ]
946,  ,dep,easily,[]
947,still,advmod,learning,[]
948,learning,advcl,listen,"[easily, still, feature, available]"
949,feature,dobj,learning,[]
950,available,acomp,learning,[]
951,really,advmod,know,[]
952,know,ROOT,know,"[really, use, used]"
953,could,aux,use,[]
954,use,ccomp,know,"[could, device]"
955,device,dobj,use,[  ]
956,  ,dep,device,[]
957,used,ccomp,know,"[thing, need]"
958,thing,dobj,used,[  ]
959,  ,dep,thing,[]
960,need,xcomp,used,[overview]
961,overview,dobj,need,[]
962,love,nsubj,wish,[]
963,wish,ROOT,wish,"[love, hub]"
964,built,amod,hub,[]
965,hub,dobj,wish,[built]
966,use,advcl,sent,[play]
967,primarily,advmod,play,[]
968,play,xcomp,use,"[primarily, work]"
969,music,compound,work,[  ]
970,  ,dep,music,[]
971,work,dobj,play,[music]
972,wonderfully,advmod,used,[  ]
973,  ,dep,wonderfully,[]
974,still,advmod,used,[]
975,getting,auxpass,used,[]
976,used,amod,amazon,"[wonderfully, still, getting]"
977,many,amod,thing,[]
978,thing,compound,amazon,"[many,   ]"
979,  ,dep,thing,[]
980,amazon,nsubj,sent,"[used, thing]"
981,sent,ROOT,sent,"[use, amazon, tip, help]"
982,several,amod,tip,[]
983,tip,dobj,sent,[several]
984,since,mark,got,[]
985,got,aux,help,"[since,   ]"
986,  ,dep,got,[]
987,thanks,nsubj,help,[]
988,help,advcl,sent,"[got, thanks,  ]"
989, ,dep,help,[]
990,easy,amod,set,[]
991,set,ROOT,set,"[easy,  ]"
992, ,dep,set,[]
993,fast,amod,response,[]
994,response,nsubj,amazing,[fast]
995,amazing,aux,used,"[response,   , fantastic]"
996,  ,dep,amazing,[]
997,clear,amod,fantastic,[]
998,concise,amod,answer,[]
999,answer,compound,fantastic,[concise]
1000,sound,compound,quality,[]
1001,quality,compound,fantastic,[sound]
1002,fantastic,dobj,amazing,"[clear, answer, quality,   ]"
1003,  ,dep,fantastic,[]
1004,still,advmod,used,[]
1005,getting,auxpass,used,[]
1006,used,ROOT,used,"[amazing, still, getting, alexia, echo]"
1007,alexia,dobj,used,[]
1008,usde,nsubj,echo,[]
1009,echo,ccomp,used,"[usde, extent]"
1010,full,amod,extent,[]
1011,extent,dobj,echo,"[full,  ]"
1012, ,dep,extent,[]
1013,  ,dep,need,[]
1014,need,ROOT,need,"[  ,     , na, na, nana]"
1015,    ,dep,need,[]
1016,na,prt,need,[]
1017,na,dative,need,[]
1018,nana,npadvmod,need,[ ]
1019, ,dep,nana,[]
1020,everything,nsubj,expected,[]
1021,expected,ROOT,expected,"[everything,  ]"
1022, ,dep,expected,[]
1023,love,compound,work,[]
1024,echo,compound,work,[  ]
1025,  ,dep,echo,[]
1026,work,nsubj,said,"[love, echo, like]"
1027,like,prep,work,[]
1028,said,ROOT,said,"[work, n]"
1029,would,aux,n,[  ]
1030,  ,dep,would,[]
1031,n,ccomp,said,[would]
1032,t,nsubj,speak,"[        , home]"
1033,        ,dep,t,[]
1034,smart,amod,home,[        ]
1035,        ,dep,smart,[]
1036,home,npadvmod,t,"[smart,   ]"
1037,  ,dep,home,[]
1038,speak,ROOT,speak,"[t, function, everything]"
1039,function,dobj,speak,[  ]
1040,  ,dep,function,[]
1041,everything,npadvmod,speak,"[else, good]"
1042,else,advmod,everything,[]
1043,good,amod,everything,[ ]
1044, ,dep,good,[]
1045,great,amod,package,[]
1046,sound,nmod,package,[]
1047,small,amod,package,[]
1048,package,nsubj,use,"[great, sound, small]"
1049,easy,amod,use,[]
1050,set,compound,use,[]
1051,use,ROOT,use,"[package, easy, set,   , fun]"
1052,  ,dep,use,[]
1053,fun,dobj,use,[ ]
1054, ,dep,fun,[]
1055,work,compound,sound,[]
1056,sound,ROOT,sound,"[work, great]"
1057,great,amod,sound,[ ]
1058, ,dep,great,[]
1059,sound,ROOT,sound,"[amazing, music]"
1060,amazing,acomp,sound,[]
1061,many,amod,music,[]
1062,collection,compound,music,[]
1063,music,npadvmod,sound,"[many, collection]"
1064,setting,ROOT,setting,[]
1065,  ,dep,listen,[]
1066,always,advmod,listen,[]
1067,listen,ROOT,listen,"[  , always]"
1068,  ,dep,awesome,[]
1069,awesome,ROOT,awesome,[  ]
1070,bought,csubj,add,"[work, hoping, purchased]"
1071,control,compound,fios,[]
1072,fios,compound,work,[control]
1073,television,compound,work,[  ]
1074,  ,dep,television,[]
1075,work,dobj,bought,"[fios, television, well]"
1076,well,advmod,work,[    ]
1077,    ,dep,well,[]
1078,hoping,advcl,bought,[ask]
1079,time,compound,control,[]
1080,control,compound,fios,[time]
1081,fios,nsubj,thing,"[control,   ]"
1082,  ,dep,fios,[]
1083,discovered,amod,thing,[]
1084,thing,nsubj,ask,"[fios, discovered]"
1085,alexa,npadvmod,play,[  ]
1086,  ,dep,alexa,[]
1087,play,compound,music,[alexa]
1088,music,nsubj,ask,[play]
1089,ask,ccomp,hoping,"[thing, music,   , sound, game, play, play]"
1090,  ,dep,ask,[]
1091,great,amod,sound,[]
1092,sound,dobj,ask,[great]
1093,alexa,compound,play,[  ]
1094,  ,dep,alexa,[]
1095,play,compound,game,[alexa]
1096,game,dobj,ask,"[play,   ]"
1097,  ,dep,game,[]
1098,play,xcomp,ask,[]
1099,radio,compound,station,[]
1100,station,nsubj,play,"[radio,   ]"
1101,  ,dep,station,[]
1102,play,ccomp,ask,"[station, program, like, add]"
1103,old,amod,time,[]
1104,time,compound,program,[old]
1105,radio,compound,program,[]
1106,program,dobj,play,"[time, radio]"
1107,like,prep,play,[]
1108,long,amod,ranger,[]
1109,ranger,compound,alexa,"[long,   ]"
1110,  ,dep,ranger,[]
1111,alexa,amod,apps,[ranger]
1112,many,amod,apps,[  ]
1113,  ,dep,many,[]
1114,apps,nsubj,add,"[alexa, many,   ]"
1115,  ,dep,apps,[]
1116,add,advcl,play,"[apps, ability, played]"
1117,ability,dobj,add,[  ]
1118,  ,dep,ability,[]
1119,day,npadvmod,played,[]
1120,played,advcl,add,"[day, madlibs]"
1121,madlibs,dobj,played,"[  , fun, also, appliance]"
1122,  ,dep,madlibs,[]
1123,great,amod,fun,[]
1124,fun,dobj,madlibs,"[great,   ]"
1125,  ,dep,fun,[]
1126,also,advmod,madlibs,[]
1127,alexa,compound,appliance,[]
1128,control,compound,appliance,[]
1129,household,compound,appliance,[]
1130,appliance,appos,madlibs,"[alexa, control, household,   ]"
1131,  ,dep,appliance,[]
1132,purchased,dep,bought,"[component, looking]"
1133,alexa,nmod,control,[]
1134,compatible,amod,control,[]
1135,power,compound,strip,[]
1136,strip,compound,control,[power]
1137,control,compound,fan,"[alexa, compatible, strip]"
1138,lighting,compound,fan,[  ]
1139,  ,dep,lighting,[]
1140,fan,compound,component,"[control, lighting]"
1141,tv,compound,component,[]
1142,component,dobj,purchased,"[fan, tv,     ]"
1143,    ,dep,component,[]
1144,looking,advcl,purchased,"[forward, implementing]"
1145,forward,advmod,looking,[]
1146,implementing,advcl,looking,[controll]
1147,controll,dobj,implementing,[  ]
1148,  ,dep,controll,[]
1149,also,advmod,add,[]
1150,add,ROOT,add,"[bought, also, component]"
1151,alexa,amod,component,[]
1152,component,npadvmod,chosen,[]
1153,chosen,amod,component,[component]
1154,music,compound,play,[]
1155,play,compound,room,[music]
1156,room,compound,component,[play]
1157,component,dobj,add,"[alexa, chosen, room, located]"
1158,located,acl,component,[ ]
1159, ,dep,located,[]
1160,speaker,nmod,work,[]
1161,excellent,amod,work,[]
1162,sound,compound,work,[]
1163,work,ROOT,work,"[speaker, excellent, sound, perfectly]"
1164,perfectly,advmod,work,[ ]
1165, ,dep,perfectly,[]
1166,like,ROOT,like,[]
1167,love,ROOT,love,"[  , everything]"
1168,  ,dep,love,[]
1169,everything,dobj,love,[]
1170,little,advmod,received,[]
1171,nervous,advmod,received,[]
1172,received,ROOT,received,"[little, nervous, echo, m, found, intimidating, take, m, thinking, adding]"
1173,new,amod,echo,[]
1174,echo,dobj,received,"[new,  ]"
1175, ,dep,echo,[]
1176,m,dep,received,[savvy]
1177,really,advmod,savvy,[]
1178,tech,compound,savvy,[]
1179,savvy,acomp,m,"[really, tech,   ]"
1180,  ,dep,savvy,[]
1181,found,advcl,received,[]
1182,bit,npadvmod,intimidating,[]
1183,intimidating,advcl,received,"[bit, t]"
1184,first,amod,t,[]
1185,n,punct,t,[]
1186,t,dobj,intimidating,"[first, n]"
1187,take,advcl,received,[figure]
1188,long,amod,figure,[]
1189,figure,dobj,take,"[long,      ]"
1190,     ,dep,figure,[]
1191,m,dep,received,[]
1192,happy,amod,purchase,[]
1193,purchase,compound,thinking,[happy]
1194,thinking,dobj,received,[purchase]
1195,adding,advcl,received,[spot]
1196,echo,compound,spot,[]
1197,spot,dobj,adding,"[echo,      ]"
1198,     ,dep,spot,[]
1199,like,ROOT,like,[learning]
1200,still,advmod,learning,[]
1201,learning,pcomp,like,"[still, use]"
1202,use,dobj,learning,[ ]
1203, ,dep,use,[]
1204,great,amod,technology,[]
1205,technology,nsubj,believe,"[great,     ]"
1206,    ,dep,technology,[]
1207,ca,aux,believe,[]
1208,n,advmod,believe,[]
1209,t,nsubj,believe,[]
1210,believe,ROOT,believe,"[technology, ca, n, t, quality, bought]"
1211,speaker,compound,quality,[]
1212,volume,compound,quality,[]
1213,quality,dobj,believe,"[speaker, volume]"
1214,wonderful,amod,wish,[  ]
1215,  ,dep,wonderful,[]
1216,wish,nsubj,bought,[wonderful]
1217,bought,ccomp,believe,"[wish, one]"
1218,another,det,one,[]
1219,one,dobj,bought,"[another,  ]"
1220, ,dep,one,[]
1221,purchased,ROOT,purchased,"[husband, day, hearing]"
1222,echo,compound,husband,[]
1223,dot,compound,husband,[]
1224,husband,dobj,purchased,"[echo, dot]"
1225,father,compound,day,[]
1226,day,npadvmod,purchased,"[father,   ]"
1227,  ,dep,day,[]
1228,us,nsubj,hearing,[]
1229,constantly,advmod,hearing,[]
1230,hearing,advcl,purchased,"[us, constantly, generation, gift, ever]"
1231,quality,compound,sound,[]
1232,sound,compound,generation,[quality]
1233,echo,compound,nd,[   ]
1234,   ,dep,echo,[]
1235,nd,compound,generation,[echo]
1236,generation,dobj,hearing,"[sound, nd,     ]"
1237,    ,dep,generation,[]
1238,no,det,brainer,[]
1239,brainer,nmod,gift,"[no,   ]"
1240,  ,dep,brainer,[]
1241,best,amod,gift,[]
1242,gift,dobj,hearing,"[brainer, best]"
1243,ever,advmod,hearing,[ ]
1244, ,dep,ever,[]
1245,work,ROOT,work,[fine]
1246,fine,advmod,work,[   ]
1247,   ,dep,fine,[]
1248,clear,amod,music,[]
1249,music,ROOT,music,[clear]
1250,fun,compound,use,[]
1251,use,ROOT,use,"[fun,   , quality]"
1252,  ,dep,use,[]
1253,good,amod,quality,[]
1254,sound,compound,quality,[]
1255,quality,dobj,use,"[good, sound]"
1256,echo,compound,work,[]
1257,work,nsubj,sync,[echo]
1258,well,advmod,able,[  ]
1259,  ,dep,well,[]
1260,able,aux,sync,[well]
1261,sync,ROOT,sync,"[work, able, device]"
1262,amazon,compound,device,[]
1263,music,compound,device,[]
1264,device,dobj,sync,"[amazon, music,  ]"
1265, ,dep,device,[]
1266,work,ROOT,work,[great]
1267,great,advmod,work,"[  , n]"
1268,  ,dep,great,[]
1269,n,punct,great,[]
1270,t,nsubj,think,[]
1271,think,ROOT,think,"[t, charge]"
1272,amazon,nsubj,charge,[]
1273,charge,ccomp,think,"[amazon, music]"
1274,another,det,cent,[]
1275,cent,npadvmod,unlimited,[another]
1276,unlimited,amod,music,[cent]
1277,music,dobj,charge,"[unlimited,     , echo]"
1278,    ,dep,music,[]
1279,prime,amod,buy,[    ]
1280,    ,dep,prime,[]
1281,buy,compound,echo,[prime]
1282,echo,appos,music,"[buy,  ]"
1283, ,dep,echo,[]
1284,already,advmod,echo,[]
1285,echo,ROOT,echo,"[already, echo, setup, let]"
1286,dot,compound,echo,[  ]
1287,  ,dep,dot,[]
1288,echo,dobj,echo,"[dot, sound]"
1289,even,advmod,better,[]
1290,better,amod,sound,[even]
1291,fuller,amod,sound,[]
1292,sound,dobj,echo,"[better, fuller,   ]"
1293,  ,dep,sound,[]
1294,also,advmod,setup,[]
1295,setup,dep,echo,[also]
1296,let,advcl,echo,[made]
1297,phone,compound,call,[]
1298,call,nsubj,made,[phone]
1299,made,ccomp,let,"[call, list, great]"
1300,contact,compound,list,[]
1301,list,dobj,made,[contact]
1302,great,oprd,made,[ ]
1303, ,dep,great,[]
1304,speaker,compound,sound,[]
1305,sound,ROOT,sound,"[speaker, good]"
1306,really,advmod,good,[]
1307,good,acomp,sound,[really]
1308,good,amod,work,[]
1309,sound,compound,work,[]
1310,work,ROOT,work,"[good, sound, well]"
1311,well,advmod,work,[]
1312,love,ROOT,love,[support]
1313,alexa,compound,savvy,[  ]
1314,  ,dep,alexa,[]
1315,savvy,amod,support,[alexa]
1316,support,dobj,love,"[savvy, patient]"
1317,helpful,amod,patient,[]
1318,patient,dobj,support,"[helpful,  ]"
1319, ,dep,patient,[]
1320,love,nsubj,ask,"[  , thinking]"
1321,  ,dep,love,[]
1322,thinking,acl,love,[getting]
1323,getting,xcomp,thinking,[discount]
1324,one,nummod,discount,[]
1325,prime,amod,day,[]
1326,day,compound,discount,[prime]
1327,discount,dobj,getting,"[one, day, offered]"
1328,offered,acl,discount,"[  , fun]"
1329,  ,dep,offered,[]
1330,could,aux,fun,[]
1331,pas,poss,fun,"[   , s]"
1332,   ,dep,pas,[]
1333,s,case,pas,[]
1334,fun,dobj,offered,"[could, pas]"
1335,ask,ROOT,ask,"[love, come, connect, plan]"
1336,alexa,compound,song,[]
1337,play,compound,song,[]
1338,song,compound,group,"[alexa, play]"
1339,group,nsubj,come,[song]
1340,come,ccomp,ask,[group]
1341,playlist,nmod,music,[]
1342,amazon,nmod,music,[]
1343,prime,amod,music,[]
1344,music,nsubj,connect,"[playlist, amazon, prime,   ]"
1345,  ,dep,music,[]
1346,also,advmod,connect,[]
1347,connect,ccomp,ask,"[music, also, video]"
1348,iphone,compound,bluetooth,[]
1349,bluetooth,compound,play,[iphone]
1350,play,compound,video,[bluetooth]
1351,music,compound,pandora,[]
1352,pandora,compound,video,[music]
1353,youtube,compound,video,[]
1354,video,dobj,connect,"[play, pandora, youtube, using]"
1355,using,acl,video,"[speaker, ve, asking]"
1356,alexa,compound,speaker,[]
1357,speaker,dobj,using,"[alexa,    ]"
1358,   ,dep,speaker,[]
1359,ve,xcomp,using,[fun]
1360,fun,dobj,ve,[]
1361,asking,xcomp,using,[information]
1362,alexa,amod,information,[]
1363,different,amod,type,[]
1364,type,compound,question,[different]
1365,question,compound,information,[type]
1366,information,dobj,asking,"[alexa, question, like]"
1367,like,prep,information,[news]
1368,weather,compound,news,[  ]
1369,  ,dep,weather,[]
1370,news,pobj,like,[weather]
1371,even,advmod,time,[]
1372,time,compound,country,[even]
1373,country,compound,downside,"[time,   ]"
1374,  ,dep,country,[]
1375,downside,amod,plan,[country]
1376,limited,amod,plan,[]
1377,data,compound,wifi,[]
1378,wifi,compound,plan,[data]
1379,plan,dobj,ask,"[downside, limited, wifi,   , burn]"
1380,  ,dep,plan,[]
1381,alexa,compound,us,[]
1382,us,nsubj,burn,[alexa]
1383,burn,relcl,plan,"[us, playing]"
1384,playing,advcl,burn,[music]
1385,music,dobj,playing,[ ]
1386, ,dep,music,[]
1387,like,intj,try,[]
1388,far,amod,lot,[  ]
1389,  ,dep,far,[]
1390,lot,nsubj,try,[far]
1391,try,ROOT,try,"[like, lot, yet]"
1392,yet,advmod,try,[ ]
1393, ,dep,yet,[]
1394,love,ROOT,love,"[  , using]"
1395,  ,dep,love,[]
1396,using,acl,love,[music]
1397,strictly,advmod,music,[]
1398,music,dobj,using,"[strictly,  , s, great]"
1399, ,dep,music,[]
1400,s,case,music,[]
1401,great,amod,music,[ ]
1402, ,dep,great,[]
1403,love,compound,echo,[]
1404,echo,nsubj,hooked,"[love,       , quality]"
1405,      ,dep,echo,[]
1406,love,compound,size,[]
1407,size,compound,quality,"[love,   ]"
1408,  ,dep,size,[]
1409,material,compound,speaker,[]
1410,speaker,compound,quality,[material]
1411,quality,dobj,echo,"[size, speaker,   ]"
1412,  ,dep,quality,[]
1413,hooked,ROOT,hooked,"[echo, work, think]"
1414,one,nummod,light,[]
1415,light,nsubj,work,[one]
1416,easily,advmod,work,[]
1417,work,ccomp,hooked,"[light, easily, thermostat, next]"
1418,additional,amod,thermostat,[]
1419,light,amod,thermostat,[]
1420,thermostat,dobj,work,"[additional, light,   ]"
1421,  ,dep,thermostat,[]
1422,next,advmod,work,[echo]
1423,echo,compound,bedroom,[]
1424,dot,compound,bedroom,[]
1425,bedroom,compound,lot,"[echo, dot,   ]"
1426,  ,dep,bedroom,[]
1427,lot,compound,echo,[bedroom]
1428,echo,pobj,next,[lot]
1429,think,advcl,hooked,"[  , trivia]"
1430,  ,dep,think,[]
1431,traffic,compound,weather,[  ]
1432,  ,dep,traffic,[]
1433,weather,compound,trivia,"[traffic,   ]"
1434,  ,dep,weather,[]
1435,trivia,dobj,think,"[weather,   , etc]"
1436,  ,dep,trivia,[]
1437,etc,dobj,trivia,[ ]
1438, ,dep,etc,[]
1439,love,ROOT,love,[ ]
1440, ,dep,love,[]
1441,entire,amod,family,[]
1442,family,nsubj,love,[entire]
1443,love,ROOT,love,"[family, family]"
1444,alexa,compound,family,[]
1445,echo,compound,part,[    ]
1446,    ,dep,echo,[]
1447,part,compound,family,[echo]
1448,family,dobj,love,"[alexa, part,  ]"
1449, ,dep,family,[]
1450,great,amod,fun,[]
1451,fun,compound,getting,[great]
1452,getting,ROOT,getting,"[fun, know, product, wow]"
1453,know,dep,getting,[]
1454,function,compound,product,[]
1455,product,dobj,getting,"[function,   ]"
1456,  ,dep,product,[]
1457,wow,intj,getting,[   ]
1458,   ,dep,wow,[]
1459,family,compound,fun,[]
1460,fun,compound,homework,[family]
1461,homework,compound,help,[fun]
1462,help,nsubj,echo,"[homework,   , talking]"
1463,  ,dep,help,[]
1464,talking,xcomp,help,[grandchild]
1465,grandchild,dobj,talking,[  ]
1466,  ,dep,grandchild,[]
1467,also,advmod,echo,[]
1468,echo,ROOT,echo,"[help, also,   , bonus, wait]"
1469,  ,dep,echo,[]
1470,huge,amod,bonus,[]
1471,bonus,dobj,echo,"[huge,   ]"
1472,  ,dep,bonus,[]
1473,ca,aux,wait,[]
1474,n,nmod,t,[]
1475,t,nsubj,wait,[n]
1476,wait,conj,echo,"[ca, t, learn]"
1477,learn,xcomp,wait,[]
1478,love,ROOT,love,[ ]
1479, ,dep,love,[]
1480,awesome,amod,thing,[]
1481,thing,nsubj,love,"[awesome,   ]"
1482,  ,dep,thing,[]
1483,love,ROOT,love,"[thing, alexa]"
